1323,519,Xã Cẩm Giang,Xã Cẩm Giang\, Huyện Gò Dầu\, Tỉnh Tây Ninh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
1379,276,Xã Cẩm Vân,Xã Cẩm Vân\, Huyện Cẩm Thủy\, Tỉnh Thanh Hóa,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
1698,1,Phường Cống Vị,Phường Cống Vị\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
2226,1,Phường Điện Biên,Phường Điện Biên\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
2359,1,Phường Đội Cấn,Phường Đội Cấn\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
2932,1,Phường Giảng Võ,Phường Giảng Võ\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
3142,613,Xã Hàm Tân,Xã Hàm Tân\, Huyện Trà Cú\, Tỉnh Trà Vinh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
3408,586,Xã Hòa Phú,Xã Hòa Phú\, Huyện Châu Thành\, Tỉnh Long An,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
3709,447,Xã Hơ Moong,Xã Hơ Moong\, Huyện Sa Thầy\, Tỉnh Kon Tum,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
3835,208,Xã Hưng Long,Xã Hưng Long\, Huyện Ninh Giang\, Tỉnh Hải Dương,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
4261,1,Phường Kim Mã,Phường Kim Mã\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
4602,1,Phường Liễu Giai,Phường Liễu Giai\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
5325,604,Xã Mỹ Nhơn,Xã Mỹ Nhơn\, Huyện Ba Tri\, Tỉnh Bến Tre,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
5831,1,Phường Ngọc Hà,Phường Ngọc Hà\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
5838,1,Phường Ngọc Khánh,Phường Ngọc Khánh\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
5955,1,Phường Nguyễn Trung Trực,Phường Nguyễn Trung Trực\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
6694,1,Phường Phúc Xá,Phường Phúc Xá\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
6926,1,Phường Quán Thánh,Phường Quán Thánh\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
6970,99,Xã Quang Huy,Xã Quang Huy\, Huyện Phù Yên\, Tỉnh Sơn La,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
8447,1,Phường Thành Công,Phường Thành Công\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
9385,1,Phường Trúc Bạch,Phường Trúc Bạch\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
9993,1,Phường Vĩnh Phúc,Phường Vĩnh Phúc\, Quận Ba Đình\, Thành phố Hà Nội,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
10392,68,Xã Y Tý,Xã Y Tý\, Huyện Bát Xát\, Tỉnh Lào Cai,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
1,339,Xã  A Dơi,Xã  A Dơi\, Huyện Hướng Hóa\, Tỉnh Quảng Trị,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
2,565,Phường  An Lạc,Phường  An Lạc\, Quận Bình Tân\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
3,485,Xã  Đắk Lao,Xã  Đắk Lao\, Huyện Đắk Mil\, Tỉnh Đắk Nông,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
4,653,Xã  Hòa Thuận,Xã  Hòa Thuận\, Huyện Giồng Riềng\, Tỉnh Kiên Giang,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
5,137,Xã  Hoàng Văn Thụ,Xã  Hoàng Văn Thụ\, Huyện Văn Lãng\, Tỉnh Lạng Sơn,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
6,239,Xã  Mỹ Lộc,Xã  Mỹ Lộc\, Huyện Thái Thụy\, Tỉnh Thái Bình,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
7,317,Thị trấn  Tây Sơn,Thị trấn  Tây Sơn\, Huyện Hương Sơn\, Tỉnh Hà Tĩnh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
8,366,Xã  Tư,Xã  Tư\, Huyện Đông Giang\, Tỉnh Quảng Nam,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
9,552,Phường 01,Phường 01\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
10,553,Phường 01,Phường 01\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
11,554,Phường 01,Phường 01\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
12,556,Phường 01,Phường 01\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
13,558,Phường 01,Phường 01\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
14,559,Phường 01,Phường 01\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
15,560,Phường 01,Phường 01\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
16,561,Phường 01,Phường 01\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
17,562,Phường 01,Phường 01\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
18,563,Phường 01,Phường 01\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
19,564,Phường 01,Phường 01\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
20,553,Phường 02,Phường 02\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
21,554,Phường 02,Phường 02\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
22,556,Phường 02,Phường 02\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
23,558,Phường 02,Phường 02\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
24,559,Phường 02,Phường 02\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
25,560,Phường 02,Phường 02\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
26,561,Phường 02,Phường 02\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
27,562,Phường 02,Phường 02\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
28,563,Phường 02,Phường 02\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
29,564,Phường 02,Phường 02\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
30,552,Phường 03,Phường 03\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
31,553,Phường 03,Phường 03\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
32,554,Phường 03,Phường 03\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
33,556,Phường 03,Phường 03\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
34,558,Phường 03,Phường 03\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
35,560,Phường 03,Phường 03\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
36,561,Phường 03,Phường 03\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
37,562,Phường 03,Phường 03\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
38,563,Phường 03,Phường 03\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
39,564,Phường 03,Phường 03\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
40,552,Phường 04,Phường 04\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
41,554,Phường 04,Phường 04\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
42,556,Phường 04,Phường 04\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
43,558,Phường 04,Phường 04\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
44,559,Phường 04,Phường 04\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
45,560,Phường 04,Phường 04\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
46,561,Phường 04,Phường 04\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
47,562,Phường 04,Phường 04\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
48,563,Phường 04,Phường 04\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
49,564,Phường 04,Phường 04\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
50,552,Phường 05,Phường 05\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
51,553,Phường 05,Phường 05\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
52,554,Phường 05,Phường 05\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
53,556,Phường 05,Phường 05\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
54,558,Phường 05,Phường 05\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
55,559,Phường 05,Phường 05\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
56,560,Phường 05,Phường 05\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
57,562,Phường 05,Phường 05\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
58,563,Phường 05,Phường 05\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
59,564,Phường 05,Phường 05\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
60,553,Phường 06,Phường 06\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
